id,universitySlug,title,type,topic,url,parentUrl,format,status,evidence,publishedDate,lastVerified,publisherUnit,approvalAuthority
mohaghegh-ardabili-reaudit-doc-1,mohaghegh-ardabili,فهرست فرم‌ها، آیین‌نامه‌ها و دستورالعمل‌ها,فهرست اسناد,سایر,https://uma.ac.ir/content/32005/%D8%A2%DB%8C%DB%8C%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C,,,active,verified,,2026-08-11,,
kurdistan-reaudit-doc-1,kurdistan,فهرست فرم‌ها، آیین‌نامه‌ها و دستورالعمل‌ها,فهرست اسناد,سایر,https://uok.ac.ir/web/research-and-innovation/research-forms-regulations,,,active,verified,,2026-08-11,,
shahrekord-reaudit-doc-1,shahrekord,اهداف، آیین‌نامه‌ها و مقررات پژوهشی,آیین‌نامه,سایر,https://www.sku.ac.ir/Datafiles/UploadedFiles/UserFiles/2015116151928_aeennameh89.pdf,,,active,verified,,2026-08-11,,
bu-ali-sina-reaudit-doc-1,bu-ali-sina,فهرست فرم‌ها، آیین‌نامه‌ها و دستورالعمل‌ها,فهرست اسناد,سایر,https://res.basu.ac.ir/journals-regulations/-/document_library/ocki/view/3692745,,,active,verified,,2026-08-11,,
birjand-reaudit-doc-1,birjand,فهرست فرم‌ها، آیین‌نامه‌ها و دستورالعمل‌ها,فهرست اسناد,سایر,https://birjand.ac.ir/graduate/fa/regulation,,,active,verified,,2026-08-11,,
maragheh-reaudit-doc-1,maragheh,فهرست فرم‌ها، آیین‌نامه‌ها و دستورالعمل‌ها,فهرست اسناد,سایر,https://res.maragheh.ac.ir/_Pages/Regulations/Default.aspx,,,active,verified,,2026-08-11,,
maragheh-reaudit-doc-2,maragheh,شیوه نامه سرآمدان پژوهشی - سامانه پژوهشی ژیرو - دانشگاه مراغه,شیوه‌نامه/دستورالعمل,سایر,https://res.maragheh.ac.ir/_Pages/FileDownloadHandler.aspx?Code=9750ea80-7c7d-4917-ba1b-eb366b50d22f&FileName=Saramadan-researchers+%D9%8D+Editted+Aban+1404.pdf,,,active,verified,,2026-08-11,,
zabol-reaudit-doc-1,zabol,شیوه‌نامه اجرایی دوره دکتری تخصصی,شیوه‌نامه,تحصیلات تکمیلی و امور پژوهشی,https://uoz.ac.ir/file/download/page/1671355345-20221116-121542.pdf,,,active,verified,,2026-08-11,,
golestan-reaudit-doc-1,golestan,« » گلستان دانشگاه علمی ت أهی اعضای برتر کتاب انتخاب ...,سند,انتشارات و نشریات,https://gu.ac.ir/file/93866315-04dc-ec11-9ed6-005056998f1e/14010228%20final%20bartar%20policy.pdf,,,active,verified,,2026-08-11,,
amol-special-tech-reaudit-doc-1,amol-special-tech,فهرست فرم‌ها، آیین‌نامه‌ها و دستورالعمل‌ها,فهرست اسناد,سایر,https://ausmt.ac.ir/forms,,,active,verified,,2026-08-11,,
iust-reaudit-doc-1,iust,دستورالعمل اجرایی قطب‌های علمی,شیوه‌نامه/دستورالعمل,سایر,https://www.iust.ac.ir/files/res_office/pages/dastore_ghotb.pdf,,,active,verified,,2026-08-11,,
kntu-reaudit-doc-1,kntu,کارنامه پژوهشی دانشگاه,سند,سایر,https://kntu.ac.ir/dorsapax/userfiles/file/Pajohesh/karnameh1392.pdf,,,active,verified,,2026-08-11,,
isfahan-technology-reaudit-doc-6,isfahan-technology,فهرست فرم‌ها، آیین‌نامه‌ها و دستورالعمل‌ها,فهرست اسناد,سایر,https://research.iut.ac.ir/fa/dgr/1770,,,active,verified,,2026-08-11,,
shahrood-technology-reaudit-doc-1,shahrood-technology,فهرست فرم‌ها، آیین‌نامه‌ها و دستورالعمل‌ها,فهرست اسناد,سایر,https://www.shahroodut.ac.ir/fa/sec/index.php?id=6&index=257,,,active,verified,,2026-08-11,,
babol-noshirvani-reaudit-doc-1,babol-noshirvani,شیوه‌نامه آموزشی دوره دکتری,شیوه‌نامه,تحصیلات تکمیلی و امور پژوهشی,https://edu.nit.ac.ir/file/download/regulation/657051cde5f4e-1402.pdf,,,active,verified,,2026-08-11,,
kermanshah-technology-reaudit-doc-1,kermanshah-technology,فهرست فرم‌ها، آیین‌نامه‌ها و دستورالعمل‌ها,فهرست اسناد,سایر,https://research.kut.ac.ir/_Pages/Regulations/Default.aspx,,,active,verified,,2026-08-11,,
khuzestan-agri-reaudit-doc-1,khuzestan-agri,فهرست فرم‌ها، آیین‌نامه‌ها و دستورالعمل‌ها,فهرست اسناد,سایر,https://asnrukh.ac.ir/karafarini/fa/regulation?sort=title,,,active,verified,,2026-08-11,,
khuzestan-agri-reaudit-doc-2,khuzestan-agri,شیوه‌نامه انتشارات دانشگاه,شیوه‌نامه,انتشارات و نشریات,https://asnrukh.ac.ir/file/download/page/1614232844-.pdf,,,active,verified,,2026-08-11,,
tabriz-islamic-art-reaudit-doc-1,tabriz-islamic-art,امتیازبندی فعالیت‌های پژوهشی,آیین‌نامه,سایر,https://research.tabriziau.ac.ir/uploads/user/8/files/%D8%A2%D8%A6%DB%8C%D9%86%20%D9%86%D8%A7%D9%85%D9%87%20%D9%87%D8%A7%20%D9%88%20%D9%81%D8%B1%D9%85%20%D9%87%D8%A7/%D8%A7%D9%85%D8%AA%DB%8C%D8%A7%D8%B2%20%D8%A8%D9%86%D8%AF%DB%8C%20%D9%81%D8%B9%D8%A7%D9%84%DB%8C%D8%AA%20%D9%87%D8%A7%DB%8C%20%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C/%28new%29%D8%A7%D9%85%D8%AA%DB%8C%D8%A7%D8%B2%20%D8%A8%D9%86%D8%AF%DB%8C%20%D9%81%D8%B9%D8%A7%D9%84%DB%8C%D8%AA%D9%87%D8%A7%DB%8C%20%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C.pdf,,,active,verified,,2026-08-11,,
shahid-rajaee-reaudit-doc-1,shahid-rajaee,فهرست فرم‌ها، آیین‌نامه‌ها و دستورالعمل‌ها,فهرست اسناد,سایر,https://www.sru.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/%D9%85%D8%AF%DB%8C%D8%B1%DB%8C%D8%AA-%D8%A7%D9%85%D9%88%D8%B1-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C-%D8%A2%DB%8C%DB%8C%D9%86-%D9%86%D8%A7%D9%85%D9%87-%D9%87%D8%A7/,,,active,verified,,2026-08-11,,
national-defense-reaudit-doc-1,national-defense,دستورالعمل آزمون ورودی دوره دکتری تخصصی,دستورالعمل,تحصیلات تکمیلی و امور پژوهشی,https://sndu.ac.ir/file/download/news/1610428363-.pdf,,,active,verified,,2026-08-11,,
tarbiat-modares-discovery-document-cf3f5fcfcdf5,tarbiat-modares,شیوه نامه اجرایی حمایت از رساله ها در برنامه اعتبار مالیاتی,سند,حمایت و گرنت,https://news.modares.ac.ir/inc/ajax.ashx?action=download&id=a2ce7f88-7caa-4fe3-b39a-977d5d1779ff&md5=13265AD8DCFB2EA216083D43E550A215,https://news.modares.ac.ir/res-news-list/%D8%A7%D8%A8%D9%84%D8%A7%D8%BA%20%D8%B4%DB%8C%D9%88%D9%87%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%20%D8%A7%D8%AC%D8%B1%D8%A7%DB%8C%DB%8C%20%D8%AA%D8%AE%D8%B5%DB%8C%D8%B5%20%D8%A7%D8%B9%D8%AA%D8%A8%D8%A7%D8%B1%20%D9%85%D8%A7%D9%84%DB%8C%D8%A7%D8%AA%DB%8C%20%D8%A8%D9%87%20%D8%B5%D9%86%D8%A7%DB%8C%D8%B9%20%D8%A8%D8%B1%D8%A7%DB%8C%20%D8%AA%D8%B9%D8%B1%DB%8C%D9%81%20%D8%B1%D8%B3%D8%A7%D9%84%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C%20%D8%AA%D8%AD%D9%82%DB%8C%D9%82%20%D9%88%20%D8%AA%D9%88%D8%B3%D8%B9%D9%87,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-9dc510679ec8,ferdowsi,پژوهانه راهنمایی و مشاور پایان نامه و رساله,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/stories/moavenat/mosavabat/omana/nahve-pardakht-pajoohane.pdf,https://vpr.um.ac.ir/index.php/fa/,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-c2418c5d6865,ferdowsi,مشاهده دستورالعمل و فرم ها,سند,آزمایشگاه,https://vpr.um.ac.ir/images/32/stories/moavenat/tahsilat-takmili/forum-corona2.pdf,https://vpr.um.ac.ir/index.php/fa/2020-08-25-06-35-55/1050-corona-instruction,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-84cba32bbaa6,ferdowsi,آیین نامه پژوهانه جامع 1403,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/banners/pazhohane1403.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/grant2,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-da627313cfa6,ferdowsi,innovcenter_accept_FORM,آیین‌نامه,سایر,https://innov.um.ac.ir/index.php/fa/images/38/FORMS_and_REGULATIONS/innovcenter_accept_FORM.pdf,https://innov.um.ac.ir/index.php/fa/forms-and-regulations,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-1b00a50ec4db,ferdowsi,innovcenter_accept_FORM_2,آیین‌نامه,سایر,https://innov.um.ac.ir/index.php/fa/images/38/FORMS_and_REGULATIONS/innovcenter_accept_FORM_2.doc,https://innov.um.ac.ir/index.php/fa/forms-and-regulations,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-f5bc37d76ec5,ferdowsi,innovation_center_park,آیین‌نامه,سایر,https://innov.um.ac.ir/images/38/FORMS_and_REGULATIONS/innovation_center_park.doc,https://innov.um.ac.ir/index.php/fa/forms-and-regulations,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-bbfe55d25579,ferdowsi,elzamat_esteghrar,آیین‌نامه,سایر,https://innov.um.ac.ir/images/38/FORMS_and_REGULATIONS/elzamat_esteghrar.pdf,https://innov.um.ac.ir/index.php/fa/forms-and-regulations,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-e2a765411615,ferdowsi,innovation_center_research_ins,آیین‌نامه,سایر,https://innov.um.ac.ir/images/38/FORMS_and_REGULATIONS/innovation_center_research_ins.doc,https://innov.um.ac.ir/index.php/fa/forms-and-regulations,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-e7da59670095,ferdowsi,innovation_center_faculty,آیین‌نامه,سایر,https://innov.um.ac.ir/images/38/FORMS_and_REGULATIONS/innovation_center_faculty.doc,https://innov.um.ac.ir/index.php/fa/forms-and-regulations,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-099e395058ac,ferdowsi,آیین نامه طرح پژوهه 1402,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/stories/moavenat/pajoohe/1402.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/grant2,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-7d117ad1131f,ferdowsi,آیین نامه طرح پژوهه ۱۴۰1,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/stories/moavenat/pajoohe/grant14011.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/grant2,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-e359faaae28b,ferdowsi,آیین نامه طرح پژوهه ۱۴۰۰,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/stories/moavenat/pajoohe/1400.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/grant2,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-4fa145c64fde,ferdowsi,آیین نامه طرح پژوهه ۱۳۹۴,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/stories/moavenat/pajoohe/%20%20%2094.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/grant2,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-ad8a96215284,ferdowsi,آیین نامه طرح پژوهه ۱۳۹۳,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/stories/moavenat/pajoohe/%20%20%20%2093-%20-5.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/grant2,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-0564d8ecbd97,ferdowsi,آیین نامه ارتقا-مصوب 1389,آیین‌نامه,سایر,https://vpr.um.ac.ir/images/32/stories/moavenat/ertegha/aeen-name-ertegha-89.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/promotion-regulations,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-93e3588fe310,ferdowsi,آیین نامه ارتقا-مصوب 1387,آیین‌نامه,سایر,https://vpr.um.ac.ir/images/32/stories/moavenat/ertegha/aeen-name-ertegha-87.doc,https://vpr.um.ac.ir/index.php/fa/faculty/promotion-regulations,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-ab1a4de1f763,ferdowsi,مجموعه قوانین، دستورالعمل ها و راهنماهای اخلاق در پژوهشهای زیست پزشکی ایران,آیین‌نامه,اخلاق پژوهش,https://vpr.um.ac.ir/images/32/stories/moavenat/committe/Ethics-Guidelines-Regulations-Instructions.pdf,https://vpr.um.ac.ir/index.php/fa/instructions,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-6b3dcfa9f09e,ferdowsi,آیین نامه طرح پژوهه ۱۳۹۹,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/stories/moavenat/pajoohe/pajoohee99.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/grant2,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-9c1656f3b1f1,ferdowsi,آیین نامه طرح پژوهه ۱۳۹۸,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/stories/moavenat/pajoohe/pajooh98.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/grant2,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-ab2c65dad5fb,ferdowsi,آیین نامه طرح پژوهه ۱۳۹۷,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/stories/moavenat/pajoohe/pajoohe97.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/grant2,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-6605b3530138,ferdowsi,آیین نامه طرح پژوهه ۱۳۹۶,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/stories/moavenat/pajoohe/ayeenname96.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/grant2,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-d4b08c079c1f,ferdowsi,آیین نامه طرح پژوهه ۱۳۹۵,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/stories/moavenat/pajoohe/%20%20%2095-05.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/grant2,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-14b37834de7c,ferdowsi,آیین نامه ارتقا - مصوب 1395,آیین‌نامه,سایر,https://vpr.um.ac.ir/images/32/stories/moavenat/ertegha/aeen-name-ertegha-95.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/promotion-regulations,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-9b1b8240cbf6,ferdowsi,شیوه نامه اجرایی ارتقا,آیین‌نامه,سایر,https://vpr.um.ac.ir/images/32/stories/moavenat/ertegha/shive-name-ejraee-ertegha.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/promotion-regulations,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-8b6ce5048f7b,ferdowsi,ضوابط و مقررات خاص هیات ممیزه,آیین‌نامه,سایر,https://vpr.um.ac.ir/images/32/stories/moavenat/ertegha/zavabet-hey-at%20momayaze.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/promotion-regulations,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-dfbacc07fb55,ferdowsi,راهنماي مراقبت و استفاده از حيوانات آزمايشگاهي,سند,آزمایشگاه,https://vpr.um.ac.ir/images/32/stories/moavenat/committe/Guideline.pdf,https://vpr.um.ac.ir/index.php/fa/instructions,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-d7e65aca87d6,ferdowsi,راهنمای اخلاق پژوهش بر حیوانات,سند,اخلاق پژوهش,https://vpr.um.ac.ir/images/32/stories/moavenat/committe/animal.pdf,https://vpr.um.ac.ir/index.php/fa/instructions,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-55b434987873,ferdowsi,راهنماي نحوه ارزيابي و امتيازدهي كتاب,آیین‌نامه,سایر,https://vpr.um.ac.ir/images/32/stories/moavenat/ertegha/emtiaz-ketab.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/promotion-regulations,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-b7388ca8f83c,ferdowsi,آیین نامه کمیته دستگاهی برگزاری کرسی های نظریه پردازی، نقد ومناظره,سند,صنعت، فناوری و مالکیت فکری,https://vpr.um.ac.ir/images/32/stories/moavenat/korsi/nazariye-pardazi.pdf,https://vpr.um.ac.ir/index.php/fa/vice-chancellor-for-research-and-technology/innovation-and-theorizing,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-14c1482765bb,ferdowsi,شیوه نامه گرامیداشت هفته پژوهش و فناوری در دانشگاه فردوسی مشهد,سند,صنعت، فناوری و مالکیت فکری,https://vpr.um.ac.ir/images/32/stories/moavenat/haftepajohesh/96/shivename-hafte_pajohesh.doc,https://vpr.um.ac.ir/index.php/fa/research-and-technology-week?id=1408,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-e6d5455b0986,ferdowsi,شیوه نامه جشنواره تجلیل از فناوران و نوآوران برگزیده کشور,سند,صنعت، فناوری و مالکیت فکری,https://vpr.um.ac.ir/images/32/stories/moavenat/haftepajohesh/1402/ayinname24.pdf,https://vpr.um.ac.ir/index.php/fa/research-and-technology-week/119-1402/1710-reserch1402,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-c1118b84f472,ferdowsi,اهم انتظارات دانشگاه از تيم راهبري رساله,سند,حمایت و گرنت,https://vpr.um.ac.ir/images/32/stories/moavenat/heat-elmi/entezat-timrahbari.pdf,https://vpr.um.ac.ir/index.php/fa/faculty/grant2,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-0ea2d99221af,ferdowsi,دستورالعمل نحوه بررسی تخلفات پژوهشی,سند,اخلاق پژوهش,https://vpr.um.ac.ir/images/32/stories/moavenat/manshoor-akhlagh-pajooheshi/dastooramal-nahve-barrasi-takhalofat-pajooheshi.pdf,https://vpr.um.ac.ir/index.php/fa/research-ethics,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-327b4ada5dc6,ferdowsi,فرم ارزیابی کمیته غربالگری دانشکده ها,سند,اخلاق پژوهش,https://vpr.um.ac.ir/images/32/stories/moavenat/committe/gharbalgari-departmant.doc,https://vpr.um.ac.ir/index.php/fa/forms,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-9321f448a872,ferdowsi,راهنمای اخلاق با آزمودنی انسانی,شیوه‌نامه/دستورالعمل,اخلاق پژوهش,https://vpr.um.ac.ir/images/32/stories/moavenat/committe/humanity.doc,https://vpr.um.ac.ir/index.php/fa/instructions,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-9eccc19e1c09,ferdowsi,راهنمای اخلاقی پژوهش برگروه های آسیب پذیر,شیوه‌نامه/دستورالعمل,اخلاق پژوهش,https://vpr.um.ac.ir/images/32/stories/moavenat/committe/vulnerables%201.doc,https://vpr.um.ac.ir/index.php/fa/instructions,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-d3d3ba3a80aa,ferdowsi,فرم ها و آیین نامه ها,سند,صنعت، فناوری و مالکیت فکری,https://innov.um.ac.ir/index.php/fa/forms-and-regulations,https://innov.um.ac.ir/index.php/fa/,,active,verified,,2026-08-11,,
ferdowsi-discovery-document-733fa75bd5d4,ferdowsi,پایان نامه های دانشجویی,سند,تحصیلات تکمیلی و امور پژوهشی,http://thesis.um.ac.ir/,https://vpr.um.ac.ir/index.php/fa/,,active,verified,,2026-08-11,,
