id,universitySlug,nameFa,type,parentUnitId,relationStatus,url,sourceUrl,evidence,lastVerified
isfahan-docs,isfahan,موزه و مرکز اسناد,library,,,,https://research.ui.ac.ir/,verified,2026-08-10
isfahan-industry,isfahan,مدیریت ارتباط با صنعت و جامعه,industry,,,,https://research.ui.ac.ir/,verified,2026-08-10
isfahan-lab,isfahan,آزمایشگاه مرکزی,laboratory,,,,https://research.ui.ac.ir/,verified,2026-08-10
isfahan-library,isfahan,مدیریت کتابخانه‌های دانشگاه,library,,,,https://research.ui.ac.ir/,verified,2026-08-10
isfahan-publishing,isfahan,اداره چاپ و انتشارات,publishing,,,,https://research.ui.ac.ir/,verified,2026-08-10
isfahan-research,isfahan,مدیریت امور پژوهشی,research,,,,https://research.ui.ac.ir/,verified,2026-08-10
isfahan-tech,isfahan,مدیریت فناوری، رشد و کارآفرینی,technology,,,,https://research.ui.ac.ir/,verified,2026-08-10
kharazmi-1,kharazmi,مدیریت امور پژوهشی,research,,,,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-2,kharazmi,مرکز فناوری اطلاعات و ارتباطات,it,,,,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-3,kharazmi,کارآفرینی و ارتباط با جامعه,industry,,,,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-4,kharazmi,مرکز رشد و توسعه واحدهای فناور,technology,,,,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-5,kharazmi,کتابخانه مرکزی، موزه و مرکز اسناد,library,,,,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-6,kharazmi,آزمایشگاه مرکزی,laboratory,,,,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-7,kharazmi,انتشارات,publishing,,,,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-inc,kharazmi,مرکز رشد و توسعه واحدهای فناور,technology,,,https://inc.khu.ac.ir/,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-industry,kharazmi,مرکز کارآفرینی و ارتباط با جامعه,industry,,,https://ent.khu.ac.ir/,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-it,kharazmi,مرکز فناوری اطلاعات و ارتباطات,it,,,https://ict.khu.ac.ir/,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-lab,kharazmi,آزمایشگاه مرکزی,laboratory,,,https://lab.khu.ac.ir/,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-library,kharazmi,کتابخانه مرکزی، موزه و مرکز اسناد,library,,,https://lib.khu.ac.ir/,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-pub,kharazmi,انتشارات,publishing,,,https://pub.khu.ac.ir/,https://research.khu.ac.ir/,verified,2026-08-10
kharazmi-research,kharazmi,مدیریت امور پژوهشی,research,,,https://respro.khu.ac.ir/,https://research.khu.ac.ir/,verified,2026-08-10
allameh-1,allameh,مدیریت امور پژوهشی,research,,,,https://research.atu.ac.ir/fa,verified,2026-08-10
allameh-2,allameh,مرکز ارتباط با جامعه و صنعت,industry,,,,https://research.atu.ac.ir/fa,verified,2026-08-10
allameh-3,allameh,اخلاق در پژوهش,ethics,,,,https://research.atu.ac.ir/fa,verified,2026-08-10
allameh-4,allameh,کتابخانه دیجیتال,library,,,,https://research.atu.ac.ir/fa,verified,2026-08-10
semnan-1,semnan,مدیریت امور پژوهشی,research,,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-2,semnan,مدیریت امور فناوری,technology,,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-3,semnan,کتابخانه مرکزی و مرکز اسناد,library,,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-4,semnan,فناوری اطلاعات و امنیت فضای مجازی,it,,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-5,semnan,آزمایشگاه‌ها و کارگاه‌های تحقیقاتی,laboratory,,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-6,semnan,کارآفرینی و ارتباط با صنعت,industry,,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-7,semnan,نشریات و انتشارات,publishing,,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-industry,semnan,مرکز کارآفرینی و ارتباط با صنعت,industry,,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-it,semnan,مدیریت فناوری اطلاعات و امنیت فضای مجازی,it,,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-labs,semnan,آزمایشگاه‌ها و کارگاه‌های تحقیقاتی و آموزشی,laboratory,,,https://centrallab.semnan.ac.ir/,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-library,semnan,مدیریت کتابخانه مرکزی و مرکز اسناد,library,,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-publishing,semnan,اداره نشریات و چاپ و انتشارات,publishing,,,https://publication.semnan.ac.ir/,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-research,semnan,مدیریت امور پژوهشی,research,,,,https://research.semnan.ac.ir/,verified,2026-08-10
semnan-tech,semnan,مدیریت امور فناوری,technology,,,,https://research.semnan.ac.ir/,verified,2026-08-10
shahid-chamran-ahvaz-1,shahid-chamran-ahvaz,مدیریت امور پژوهش و فناوری,research,,,,https://research.scu.ac.ir/,verified,2026-08-10
shahid-chamran-ahvaz-2,shahid-chamran-ahvaz,ارتباط با صنعت و کارآفرینی,industry,,,,https://research.scu.ac.ir/,verified,2026-08-10
shahid-chamran-ahvaz-3,shahid-chamran-ahvaz,فناوری اطلاعات و امنیت فضای مجازی,it,,,,https://research.scu.ac.ir/,verified,2026-08-10
shahid-chamran-ahvaz-4,shahid-chamran-ahvaz,کتابخانه، اطلاع‌رسانی و اسناد,library,,,,https://research.scu.ac.ir/,verified,2026-08-10
shahid-chamran-ahvaz-5,shahid-chamran-ahvaz,آزمایشگاه مرکزی,laboratory,,,,https://research.scu.ac.ir/,verified,2026-08-10
shahid-chamran-ahvaz-6,shahid-chamran-ahvaz,چاپ و انتشارات,publishing,,,,https://research.scu.ac.ir/,verified,2026-08-10
shahid-chamran-ahvaz-7,shahid-chamran-ahvaz,مراکز تحقیقاتی,research-centers,,,,https://research.scu.ac.ir/,verified,2026-08-10
qom-1,qom,مدیریت امور پژوهشی,research,,,,https://research.qom.ac.ir/,verified,2026-08-10
qom-2,qom,کتابخانه و مرکز اسناد,library,,,,https://research.qom.ac.ir/,verified,2026-08-10
qom-3,qom,آزمایشگاه مرکزی,laboratory,,,,https://research.qom.ac.ir/,verified,2026-08-10
qom-4,qom,فناوری و ارتباط با صنعت,technology,,,,https://research.qom.ac.ir/,verified,2026-08-10
qom-centers,qom,واحدها و پژوهشکده‌های پژوهشی و فناوری,research-centers,,,,https://research.qom.ac.ir/,verified,2026-08-10
qom-industry,qom,گروه کارآفرینی و ارتباط با جامعه و صنعت,industry,,,,https://research.qom.ac.ir/,verified,2026-08-10
qom-lab,qom,آزمایشگاه مرکزی,laboratory,,,,https://research.qom.ac.ir/,verified,2026-08-10
qom-library,qom,کتابخانه مرکزی و مرکز اسناد,library,,,,https://research.qom.ac.ir/,verified,2026-08-10
qom-research,qom,مدیریت پژوهشی,research,,,,https://research.qom.ac.ir/,verified,2026-08-10
qom-tech,qom,مدیریت امور فناوری,technology,,,,https://research.qom.ac.ir/,verified,2026-08-10
alzahra-1,alzahra,مدیریت امور پژوهشی,research,,,,https://research.alzahra.ac.ir/,verified,2026-08-10
alzahra-2,alzahra,مدیریت امور فناوری,technology,,,,https://research.alzahra.ac.ir/,verified,2026-08-10
alzahra-3,alzahra,ارتباط با صنعت و جامعه,industry,,,,https://research.alzahra.ac.ir/,verified,2026-08-10
alzahra-4,alzahra,نظارت بر امور آزمایشگاه‌ها,laboratory,,,,https://research.alzahra.ac.ir/,verified,2026-08-10
alzahra-5,alzahra,مرکز کارآفرینی و نوآوری,technology,,,,https://research.alzahra.ac.ir/,verified,2026-08-10
alzahra-6,alzahra,کتابخانه مرکزی,library,,,,https://research.alzahra.ac.ir/,verified,2026-08-10
alzahra-7,alzahra,نشریات و تالیفات علمی,publishing,,,,https://research.alzahra.ac.ir/,verified,2026-08-10
zanjan-1,zanjan,امور پژوهشی,research,,,,https://research.znu.ac.ir/,verified,2026-08-10
zanjan-2,zanjan,فناوری اطلاعات، امنیت و هوشمندسازی,it,,,,https://research.znu.ac.ir/,verified,2026-08-10
zanjan-3,zanjan,کتابخانه و مرکز اسناد,library,,,,https://research.znu.ac.ir/,verified,2026-08-10
zanjan-4,zanjan,آزمایشگاه مرکزی,laboratory,,,,https://research.znu.ac.ir/,verified,2026-08-10
zanjan-5,zanjan,فناوری و ارتباط با صنعت,technology,,,,https://research.znu.ac.ir/,verified,2026-08-10
arak-1,arak,امور پژوهشی و فناوری,research,,,,https://research.araku.ac.ir/,verified,2026-08-10
arak-2,arak,ارتباط با صنعت,industry,,,,https://research.araku.ac.ir/,verified,2026-08-10
arak-3,arak,فناوری اطلاعات و ارتباطات,it,,,,https://research.araku.ac.ir/,verified,2026-08-10
arak-4,arak,کتابخانه و اسناد,library,,,,https://research.araku.ac.ir/,verified,2026-08-10
arak-5,arak,پژوهشکده‌ها و مراکز پژوهشی,research-centers,,,,https://research.araku.ac.ir/,verified,2026-08-10
iust-1,iust,مدیریت امور پژوهشی,research,,,,https://research.iust.ac.ir/,verified,2026-08-10
iust-2,iust,آزمایشگاه مرکزی,laboratory,,,,https://research.iust.ac.ir/,verified,2026-08-10
iust-3,iust,انتشارات و نشریات,publishing,,,,https://research.iust.ac.ir/,verified,2026-08-10
iust-4,iust,ارتباط با صنعت,industry,,,,https://research.iust.ac.ir/,verified,2026-08-10
iust-5,iust,سامانه‌ها و شبکه‌های پژوهشی,technology,,,,https://research.iust.ac.ir/,verified,2026-08-10
sharif-1,sharif,مدیریت امور پژوهشی,research,,,,https://research.sharif.ir/,verified,2026-08-10
sharif-2,sharif,مدیریت ارتباط با صنعت,industry,,,,https://research.sharif.ir/,verified,2026-08-10
sharif-3,sharif,مدیریت امور فناوری,technology,,,,https://research.sharif.ir/,verified,2026-08-10
sharif-4,sharif,مرکز خدمات آزمایشگاهی,laboratory,,,,https://research.sharif.ir/,verified,2026-08-10
sharif-5,sharif,کتابخانه مرکزی,library,,,,https://research.sharif.ir/,verified,2026-08-10
sharif-6,sharif,پارک علم و فناوری,technology,,,,https://research.sharif.ir/,verified,2026-08-10
sharif-7,sharif,پژوهشکده‌ها و قطب‌های علمی,research-centers,,,,https://research.sharif.ir/,verified,2026-08-10
amirkabir-1,amirkabir,مدیریت امور پژوهشی,research,,,,https://research.aut.ac.ir/,verified,2026-08-10
amirkabir-2,amirkabir,مرکز اطلاع‌رسانی، کتابخانه و نشر,library,,,,https://research.aut.ac.ir/,verified,2026-08-10
amirkabir-3,amirkabir,مدیریت فناوری و توسعه نوآوری,technology,,,,https://research.aut.ac.ir/,verified,2026-08-10
amirkabir-4,amirkabir,مدیریت ارتباط با صنعت,industry,,,,https://research.aut.ac.ir/,verified,2026-08-10
amirkabir-5,amirkabir,آزمایشگاه مرکزی,laboratory,,,,https://research.aut.ac.ir/,verified,2026-08-10
kntu-1,kntu,امور توسعه پژوهش,research,,,,https://research.kntu.ac.ir/,verified,2026-08-10
kntu-2,kntu,ارتباط با صنعت و کارآفرینی,industry,,,,https://research.kntu.ac.ir/,verified,2026-08-10
kntu-3,kntu,انتشارات,publishing,,,,https://research.kntu.ac.ir/,verified,2026-08-10
kntu-4,kntu,کتابخانه مرکزی و مرکز اسناد,library,,,,https://research.kntu.ac.ir/,verified,2026-08-10
kntu-5,kntu,نشریات دانشگاه,publishing,,,,https://research.kntu.ac.ir/,verified,2026-08-10
kntu-6,kntu,آزمایشگاه‌های پژوهشی,laboratory,,,,https://research.kntu.ac.ir/,verified,2026-08-10
kntu-7,kntu,پژوهشکده‌ها و مراکز پژوهشی,research-centers,,,,https://research.kntu.ac.ir/,verified,2026-08-10
isfahan-technology-1,isfahan-technology,امور پژوهشی,research,,,,https://research.iut.ac.ir/,verified,2026-08-10
isfahan-technology-2,isfahan-technology,آزمایشگاه مرکزی,laboratory,,,,https://research.iut.ac.ir/,verified,2026-08-10
isfahan-technology-3,isfahan-technology,مدیریت فناوری اطلاعات,it,,,,https://research.iut.ac.ir/,verified,2026-08-10
isfahan-technology-4,isfahan-technology,مرکز ابررایانش,it,,,,https://research.iut.ac.ir/,verified,2026-08-10
isfahan-technology-5,isfahan-technology,فناوری، نوآوری و تجاری‌سازی,technology,,,,https://research.iut.ac.ir/,verified,2026-08-10
isfahan-technology-6,isfahan-technology,ارتباط با صنعت و جامعه,industry,,,,https://research.iut.ac.ir/,verified,2026-08-10
isfahan-technology-7,isfahan-technology,کتابخانه، انتشارات و نشریات,library,,,,https://research.iut.ac.ir/,verified,2026-08-10
isfahan-technology-8,isfahan-technology,ساختارهای پژوهشی,research-centers,,,,https://research.iut.ac.ir/,verified,2026-08-10
qom-technology-1,qom-technology,مدیریت امور پژوهشی و فناوری,research,,,,https://qut.ac.ir/fa/researches/index,verified,2026-08-10
qom-technology-2,qom-technology,دفتر ارتباط با صنعت,industry,,,,https://qut.ac.ir/fa/researches/index,verified,2026-08-10
qom-technology-3,qom-technology,کتابخانه,library,,,,https://qut.ac.ir/fa/researches/index,verified,2026-08-10
qom-technology-4,qom-technology,آزمایشگاه مرکزی,laboratory,,,,https://qut.ac.ir/fa/researches/index,verified,2026-08-10
qom-technology-5,qom-technology,مرکز نوآوری,technology,,,,https://qut.ac.ir/fa/researches/index,verified,2026-08-10
qom-technology-6,qom-technology,مجلات علمی,publishing,,,,https://qut.ac.ir/fa/researches/index,verified,2026-08-10
iran-art-1,iran-art,مدیریت امور پژوهشی,research,,,,https://research.art.ac.ir/fa,verified,2026-08-10
iran-art-2,iran-art,همکاری‌های علمی و هنری با جامعه,industry,,,,https://research.art.ac.ir/fa,verified,2026-08-10
iran-art-3,iran-art,آزمایشگاه مرکزی,laboratory,,,,https://research.art.ac.ir/fa,verified,2026-08-10
iran-art-4,iran-art,انتشارات,publishing,,,,https://research.art.ac.ir/fa,verified,2026-08-10
iran-art-5,iran-art,کتابخانه مرکزی و مرکز اسناد,library,,,,https://research.art.ac.ir/fa,verified,2026-08-10
iran-art-6,iran-art,فناوری اطلاعات، امنیت و هوشمندسازی,it,,,,https://research.art.ac.ir/fa,verified,2026-08-10
arak-tech,arak,مدیریت امور فناوری، کارآفرینی و تجاری‌سازی,technology,,,,https://research.araku.ac.ir/,verified,2026-08-10
arak-lab,arak,آزمایشگاه مرکزی,laboratory,,,https://new.araku.ac.ir/,https://research.araku.ac.ir/,verified,2026-08-10
arak-publishing,arak,انتشارات,publishing,,,https://press.araku.ac.ir/,https://research.araku.ac.ir/,verified,2026-08-10
shahed-research,shahed,مدیریت امور پژوهشی,research,,,https://ram.shahed.ac.ir/,https://res.shahed.ac.ir/,verified,2026-08-10
shahed-tech,shahed,مدیریت امور فناوری و تحقیقات کاربردی,technology,,,https://tarm.shahed.ac.ir/,https://res.shahed.ac.ir/,verified,2026-08-10
shahed-labs-management,shahed,مدیریت امور واحدهای پژوهشی و آزمایشگاه‌ها,laboratory,,,https://rcm.shahed.ac.ir/,https://res.shahed.ac.ir/,verified,2026-08-10
shahed-library,shahed,مرکز اسناد و مدارک علمی,library,,,https://library.shahed.ac.ir/,https://res.shahed.ac.ir/,verified,2026-08-10
shahed-pub,shahed,اداره انتشارات,publishing,,,https://po.shahed.ac.ir/,https://res.shahed.ac.ir/,verified,2026-08-10
shahed-ethics,shahed,کارگروه اخلاق در پژوهش,ethics,,,https://rec.shahed.ac.ir/,https://res.shahed.ac.ir/,verified,2026-08-10
shahed-innovation,shahed,مرکز نوآوری و مراکز رشد,technology,,,https://innovation.shahed.ac.ir/,https://res.shahed.ac.ir/,verified,2026-08-10
shahed-centers,shahed,پژوهشکده‌ها و مراکز تحقیقاتی,research-centers,,,https://res.shahed.ac.ir/,https://res.shahed.ac.ir/,verified,2026-08-10
tarbiat-modares-discovery-unit-laboratory-e9d72c807574,tarbiat-modares,پایگاه خبری دانشگاه تربیت مدرس - جلسه شورای ایمنی، بهداشت و محیط زیست | تربیت مدرس,laboratory,,,,https://news.modares.ac.ir/res-news-list/%D8%AA%D8%A3%DA%A9%DB%8C%D8%AF%20%D8%A8%D8%B1%20%D8%A2%D9%85%D8%A7%D8%AF%DA%AF%DB%8C%20%D8%A8%D8%B1%D8%A7%DB%8C%20%D8%B4%D8%B1%D8%A7%DB%8C%D8%B7%20%D8%A7%D8%B6%D8%B7%D8%B1%D8%A7%D8%B1%DB%8C%20%D9%88%20%D8%A7%DB%8C%D9%85%D9%86%E2%80%8C%D8%B3%D8%A7%D8%B2%DB%8C%20%D8%A2%D8%B2%D9%85%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87%E2%80%8C%D9%87%D8%A7%20%D8%AF%D8%B1%20%D9%86%D8%B4%D8%B3%D8%AA%20%D8%B4%D9%88%D8%B1%D8%A7%DB%8C%20%D8%A7%DB%8C%D9%85%D9%86%DB%8C%D8%8C%20%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA%20%D9%88%20%D9%85%D8%AD%DB%8C%D8%B7%20%D8%B2%DB%8C%D8%B3%D8%AA%20%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,verified,2026-08-11
tarbiat-modares-discovery-unit-library-5106bc5d063f,tarbiat-modares,پایگاه خبری دانشگاه تربیت مدرس - تقدیر از کتابداران کتابخانه مرکزی | دانشگاه تربیت مدرس,library,,,,https://news.modares.ac.ir/res-news-list/%D8%A8%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1%DB%8C%20%D9%86%D8%B4%D8%B3%D8%AA%20%DA%AF%D8%B1%D8%A7%D9%85%DB%8C%D8%AF%D8%A7%D8%B4%D8%AA%20%D9%87%D9%81%D8%AA%D9%87%20%DA%A9%D8%AA%D8%A7%D8%A8%D8%8C%20%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D9%88%D8%A7%D9%86%DB%8C%20%D9%88%20%D8%B1%D9%88%D8%B2%20%DA%A9%D8%AA%D8%A7%D8%A8%D8%AF%D8%A7%D8%B1%20%D8%AF%D8%B1%20%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87%20%D9%85%D8%B1%DA%A9%D8%B2%DB%8C%20%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,verified,2026-08-11
tarbiat-modares-discovery-unit-laboratory-071ff4d3e9ea,tarbiat-modares,پایگاه خبری دانشگاه تربیت مدرس - جلسه شورای ایمنی، بهداشت و محیط زیست | تربیت مدرس,laboratory,,,,https://news.modares.ac.ir/res-news-list/%D8%AA%D8%A3%DA%A9%DB%8C%D8%AF-%D8%A8%D8%B1-%D8%A2%D9%85%D8%A7%D8%AF%DA%AF%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%B4%D8%B1%D8%A7%DB%8C%D8%B7-%D8%A7%D8%B6%D8%B7%D8%B1%D8%A7%D8%B1%DB%8C-%D9%88-%D8%A7%DB%8C%D9%85%D9%86%E2%80%8C%D8%B3%D8%A7%D8%B2%DB%8C-%D8%A2%D8%B2%D9%85%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87%E2%80%8C%D9%87%D8%A7-%D8%AF%D8%B1-%D9%86%D8%B4%D8%B3%D8%AA-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%A7%DB%8C%D9%85%D9%86%DB%8C%D8%8C-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA-%D9%88-%D9%85%D8%AD%DB%8C%D8%B7-%D8%B2%DB%8C%D8%B3%D8%AA-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87,verified,2026-08-11
tarbiat-modares-discovery-unit-research-36bca4e8a8a2,tarbiat-modares,مدیریت پژوهش و نوآوری - معاونت پژوهشی و فناوری,research,,,,https://res.modares.ac.ir/res/managements/research-innovation-management,verified,2026-08-11
tarbiat-modares-discovery-unit-technology-36bca4e8a8a2,tarbiat-modares,مدیریت پژوهش و نوآوری - معاونت پژوهشی و فناوری,technology,,,,https://res.modares.ac.ir/res/managements/research-innovation-management,verified,2026-08-11
ferdowsi-discovery-unit-technology-bec81bc80a14,ferdowsi,مدیریت نوآوری و مالکیت فکری دانشگاه فردوسی مشهد,technology,,,,https://innov.um.ac.ir/index.php/fa/,verified,2026-08-11
ferdowsi-discovery-unit-technology-e3aab1b3d53c,ferdowsi,آیین نامه و الزامات استقرار در مراکز نوآوری,technology,,,,https://innov.um.ac.ir/index.php/fa/innovation-centers/elzamat-esteghrar,verified,2026-08-11
ferdowsi-discovery-unit-technology-f9dea44a2e0b,ferdowsi,نوآوری و نظریه پردازی,technology,,,,https://vpr.um.ac.ir/index.php/fa/vice-chancellor-for-research-and-technology/innovation-and-theorizing,verified,2026-08-11
ferdowsi-discovery-unit-laboratory-cc4918f60f58,ferdowsi,دستورالعمل ارائه خدمات آزمایشگاهی و استفاده از خوابگاه در شرایط شیوع ویروس کرونا,laboratory,,,,https://vpr.um.ac.ir/index.php/fa/2020-08-25-06-35-55/1050-corona-instruction,verified,2026-08-11
ferdowsi-discovery-unit-research-a128ac0f7259,ferdowsi,مدیریت پژوهشی,research,,,,https://vpr.um.ac.ir/index.php/fa/research-management,verified,2026-08-11
shahid-beheshti-discovery-unit-library-e11d2a496fce,shahid-beheshti,برپایی غرفه «دانشمندان آینده» از سوی کتابخانه مرکزی و مرکز اسناد در ایام وداع با آقای شهید ایران - معاونت پژوهشی و فناوری,library,,,,https://resevp.sbu.ac.ir/fa/w/%D8%A8%D8%B1%D9%BE%D8%A7%DB%8C%DB%8C-%D8%BA%D8%B1%D9%81%D9%87-%C2%AB%D8%AF%D8%A7%D9%86%D8%B4%D9%85%D9%86%D8%AF%D8%A7%D9%86-%D8%A2%DB%8C%D9%86%D8%AF%D9%87%C2%BB-%D8%A7%D8%B2-%D8%B3%D9%88%DB%8C-%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87-%D9%85%D8%B1?redirect=%2F,verified,2026-08-11
shahid-beheshti-discovery-unit-library-da791532dbba,shahid-beheshti,برپایی غرفه «دانشمندان آینده» از سوی کتابخانه مرکزی و مرکز اسناد در ایام وداع با آقای شهید ایران - معاونت پژوهشی و فناوری,library,,,,https://resevp.sbu.ac.ir/fa/w/%D8%A8%D8%B1%D9%BE%D8%A7%DB%8C%DB%8C-%D8%BA%D8%B1%D9%81%D9%87-%C2%AB%D8%AF%D8%A7%D9%86%D8%B4%D9%85%D9%86%D8%AF%D8%A7%D9%86-%D8%A2%DB%8C%D9%86%D8%AF%D9%87%C2%BB-%D8%A7%D8%B2-%D8%B3%D9%88%DB%8C-%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87-%D9%85%D8%B1?redirect=%2Ffa%2Fw%2F%25D8%25A8%25D8%25B1%25D9%25BE%25D8%25A7%25DB%258C%25DB%258C-%25D8%25BA%25D8%25B1%25D9%2581%25D9%2587-%25C2%25AB%25D8%25AF%25D8%25A7%25D9%2586%25D8%25B4%25D9%2585%25D9%2586%25D8%25AF%25D8%25A7%25D9%2586-%25D8%25A2%25DB%258C%25D9%2586%25D8%25AF%25D9%2587%25C2%25BB-%25D8%25A7%25D8%25B2-%25D8%25B3%25D9%2588%25DB%258C-%25DA%25A9%25D8%25AA%25D8%25A7%25D8%25A8%25D8%25AE%25D8%25A7%25D9%2586%25D9%2587-%25D9%2585%25D8%25B1%3Fredirect%3D%252F,verified,2026-08-11
